Kod,Ders,Öğretim Yöntemi,Eğitmen,Gün,Saat,Bina,Bölüm Sınırlaması,CRN
INS 4041,Bina Tasarım Yönetimi,Fiziksel,Murat Kuruoğlu,Tuesday,13:30/16:29,INB / --,INS_LS,22957
INS 4042E,Dams,Fiziksel,Şevket Çokgör,Thursday,09:30/12:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22971
INS 4044E,Plastic Dsgn of Steel Strctrs,Fiziksel,"Barlas Özden Çağlayan , / Sibel Gürel",Tuesday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22955
INS 4048E,Geotechnical Earthquake Eng,Fiziksel,Musaffa Ayşen Lav,Monday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22960
INS 4050E,Spec. Topics in Theo.of Struc.,Fiziksel,Burcu Güneş,Thursday,10:30/13:29,INB / --,"AIN_LS, INS_LS, INSE_LS",24749
INS 4051E,Finite Element Methods,Fiziksel,Murat Yılmaz,Friday,09:30/12:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22951
INS 4052,Betonarme Temeller,Fiziksel,Tülay Aksu Özkul,Wednesday,09:30/12:29,INB / --,INS_LS,22964
INS 4053E,Theory of Structures III,Fiziksel,Ahmet Güllü,Friday,09:30/12:29,INB / --,"AIN_LS, INS_LS, INSE_LS",24748
INS 4054,Çelik Yapılar II,Fiziksel,Cüneyt Vatansever,Friday,09:30/12:29,INB / --,INS_LS,22954
INS 4058,İleri Beton Teknolojisi,Fiziksel,Özkan Şengül,Wednesday,12:30/15:29,INB / --,INS_LS,22958
INS 4058E,Advanced Concrete Technology,Fiziksel,Özgür Ekincioğlu,Monday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22959
INS 405E,Health&Safety in Construction,Fiziksel,Deniz Artan,Wednesday,13:30/15:29,INB / --,"AIN_LS, INS_LS, INSE_LS",24787
INS 4066,Betonarme Yaplr Kalıp & İskele,Fiziksel,Beyza Taşkın,Thursday,09:30/12:29,INB / --,INS_LS,22968
INS 4068E,Earthquake Resist.Des.ofStruc.,Fiziksel,Yasin Fahjan,Thursday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22967
INS 4070,Öngerilmeli Beton,Fiziksel,Yıldır Akkaya,Monday,13:30/16:29,INB / --,INS_LS,22963
INS 4071,Çubuk Sonlu Elemanlar,Fiziksel,Nihal Eratlı,Tuesday,09:30/12:29,INB / --,INS_LS,22952
INS 4073E,Foundation Engineering II,Fiziksel,Gürkan Özden,Wednesday,12:30/15:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22962
INS 4076E,Intr.to Environmental Geotech.,Fiziksel,Aslı Yalçın Dayıoğlu,Monday,10:30/13:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22961
INS 4077E,Dsgn.of Water Supp.&Sewer Sys.,Fiziksel,Mehmet Cüneyd Demirel,Thursday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22972
INS 4084,Kıyı ve Liman Yapıları,Fiziksel,Şevket Çokgör,Thursday,13:30/16:29,INB / --,INS_LS,22969
INS 4084E,Coastal and Harbor Structures,Fiziksel,Cihan Bayındır,Monday,13:30/16:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22970
INS 433E,Reinforced Concrete II,Fiziksel,-,Monday | Tuesday,13:30/15:29 | 10:30/12:29,INB / INB / -- / --,"AIN_LS, INS_LS, INSE_LS",24750
INS 462E,Engineering Ethics,Fiziksel,Hüseyin Onur Tezcan,Wednesday,08:30/09:29,INB / --,"AIN_LS, INS_LS, INSE_LS",22950
INS 4901,İnşaat Müh. Tasarımı I,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,INS_LS,22973
INS 4901E,Civil Eng. Design I,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,"AIN_LS, INS_LS, INSE_LS",22974
INS 4902,İnşaat Müh. Tasarımı II,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,INS_LS,22975
INS 4902E,Civil Eng. Design II,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,"AIN_LS, INS_LS, INSE_LS",22976
INS 492,Mühendislik Tasarım Projesi,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,INS_LS,22977
INS 492E,Engineering Design Project,Fiziksel,"Alper İlki , / Murat Yılmaz",-,-/-,- / -,"INS_LS, INSE_LS",22978
ISE 102,Programming I,Fiziksel,-,-,-/-,- / -,SBL_LS,24829
ISE 112,Discrete Mathematics,Fiziksel,Mehmet Keskinöz,Tuesday,13:30/16:29,BBB / --,SBL_LS,24831
ISE 305,Database Systems,Fiziksel,Ali Çakmak,Thursday,08:30/11:29,BBB / --,SBL_LS,24832
ISE 306,Computer Networks,Fiziksel,Abdül Halim Zaim,Friday,09:30/12:29,BBB / --,SBL_LS,24833
ISE 307,IT Systems Analysis and Design,Fiziksel,Yavuz Köroğlu,Tuesday,13:30/16:29,BBB / --,SBL_LS,24835
ISE 313,WEB-Design & Management Tools,Fiziksel,Mustafa Ersel Kamaşak,Wednesday,08:30/11:29,BBB / --,SBL_LS,24841
ISE 316,Informatics Ethics & Law,Fiziksel,Sefer Baday,Monday,12:30/15:29,BBB / --,SBL_LS,24842
ISH 202E,Introduction to Heat Transfer,Fiziksel,Mustafa Sertbaş,Thursday,08:30/11:29,ISB / --,"ISL_LS, ISLE_LS",24096
ISL 114E,Engineering Ethics,Fiziksel,Zeynep Erden Bayazıt,Tuesday,14:30/16:29,ISB / --,"ISL_LS, ISLE_LS",24021
ISL 213E,Statistics I,Online,Ömer Lütfi Antalyalı,Thursday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24024
ISL 214E,Statistics II,Fiziksel,Raziye Selim,Tuesday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24025
ISL 214E,Statistics II,Fiziksel,Raziye Selim,Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24026
ISL 223E,Fundm.of Production Management,Fiziksel,Hür Bersam Sidal,Thursday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24027
ISL 224E,Cost Accounting,Online,Oktay Taş,Monday,09:30/12:29,ISB / --,"EFN_LS, END_LS, ENDE_LS, IND_LS, ISL_LS, ISLE_LS",24028
ISL 233E,Microeconomics,Fiziksel,İbrahim Öner Günçavdı,Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS, MMD_LS",24029
ISL 234E,Management and Organization,Fiziksel,Zeynep Erden Bayazıt,Monday,14:30/17:29,ISB / --,"ECNE_LS, GID_LS, GIDE_LS, ISL_LS, ISLE_LS",24030
ISL 234E,Management and Organization,Fiziksel,Zeynep Erden Bayazıt,Tuesday,09:30/12:29,ISB / --,"ECNE_LS, GID_LS, GIDE_LS, ISL_LS, ISLE_LS",24031
ISL 244E,Macroeconomics,Fiziksel,"İpek İlkkaracan Ajas , / Derya Gültekin",Tuesday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24032
ISL 244E,Macroeconomics,Fiziksel,"İpek İlkkaracan Ajas , / Derya Gültekin",Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24033
ISL 323E,Operations Research,Fiziksel,Aziz Kemal Konyalıoğlu,Friday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24034
ISL 333E,Finance,Fiziksel,Kaya Tokmakçıoğlu,Monday,14:30/17:29,ISB / --,"END_LS, ENDE_LS, ISL_LS, ISLE_LS",24035
ISL 333E,Finance,Fiziksel,Cumhur Enis Ekinci,Tuesday,09:30/12:29,ISB / --,"END_LS, ENDE_LS, ISL_LS, ISLE_LS",24036
ISL 343E,Management Information Syst.,Online,Nihan Yıldırım,Wednesday,12:30/15:29,ISB / --,"ECNE_LS, ISL_LS, ISLE_LS",24037
ISL 353E,Marketing,Fiziksel,Huriye Şebnem Burnaz,Monday,09:30/12:29,ISB / --,"ECNE_LS, ENTE_LS, EUT_LS, ISL_LS, ISLE_LS",24038
ISL 354E,Managerial Decision Making,Fiziksel,Aziz Kemal Konyalıoğlu,Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24039
ISL 360E,Quantitative Rsrch&DataAnlys.,Fiziksel,Elif Karaosmanoğlu,Thursday,08:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24040
ISL 360E,Quantitative Rsrch&DataAnlys.,Fiziksel,Kemal Burç Ülengin,Thursday,14:30/18:29,ISB / --,"ISL_LS, ISLE_LS",24041
ISL 363E,Human Resources Management,Fiziksel,İdil Vedia Evcimen,Monday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24042
ISL 364E,Business Law,Fiziksel,"Özgür Öztürk , / Arzu Hacıoğlu Çalışkan",Friday,09:30/12:29,ISB / --,"ECNE_LS, EFN_LS, ISL_LS, ISLE_LS, MMD_LS",24043
ISL 374E,Management Eng. Design I,Fiziksel,"Mehmet Erçek , / Deniz Tunçalp",Thursday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24044
ISL 374E,Management Eng. Design I,Fiziksel,"Mehmet Erçek , / Deniz Tunçalp",Thursday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24045
ISL 432E,Simulation in Operations Mng.,Online,Tuncay Özcan,Friday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24046
ISL 433,İş Hukuku,Fiziksel,Ulaş Baysal,Wednesday,13:30/15:29,ISB / --,"ISL_LS, ISLE_LS",24047
ISL 435E,The World Economy at a Glance,Fiziksel,İpek İlkkaracan Ajas,Thursday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24049
ISL 439E,Int.to Mach.Learn.with Bus.App,Fiziksel,Tolga Kaya,Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24050
ISL 445E,European Leadership for Sustainability Management,Fiziksel,Hatice Camgöz Akdağ,Wednesday,09:30/12:29,ISB / --,"ISL_LS, ISLE_LS",24054
ISL 453E,Management Eng. Design II,Fiziksel,"Osman Taylan , / Aziz Kemal Konyalıoğlu",Monday,14:30/17:29,ISB / --,"ISL_LS, ISLE_LS",24055
ISL 460E,E-Marketing,Fiziksel,Adnan Veysel Ertemel,Friday,14:30/17:29,ISB / --,"IND_LS, ISL_LS, ISLE_LS",24057
ISL 478E,Entrepreneurship,Fiziksel,Deniz Tunçalp,Tuesday,14:30/17:29,ISB / --,"AIN_LS, ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, BST_LS, CAB_LS, CEB_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, ICM_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KMP_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MTO_LS, MTOE_LS, MTR_LS, MUT_LS, MUZ_LS, MUZE_LS, MZT_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, SBP_LS, SBPE_LS, SES_LS, TEB_LS, TEK_LS, TEKE_LS, TEL_LS, THO_LS, UCK_LS, UZB_LS, UZBE_LS, YZVE_LS",24058
ISL 4901,İşletme Müh. Tasarım Projesi I,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,ISL_LS,24061
ISL 4901E,Manage. Engin. Design Proj. I,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,"ISL_LS, ISLE_LS",24083
ISL 4902,İşletme Müh.Tasarım Projesi II,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,ISL_LS,24084
ISL 4902E,Manage. Engin. Design Proj.II,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,"ISL_LS, ISLE_LS",24086
ISL 492,İşletme Müh. Tasarım Prj.,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,"ISL_LS, ISLE_LS",24059
ISL 492E,Management Eng. Design Project,Fiziksel,Hatice Camgöz Akdağ,-,-/-,- / -,"ISL_LS, ISLE_LS",24060
ISP 101,Spanish I,Fiziksel,-,Monday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20247
ISP 101,Spanish I,Fiziksel,-,Tuesday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20248
ISP 101,Spanish I,Fiziksel,-,Wednesday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20249
ISP 101,Spanish I,Fiziksel,-,Thursday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20250
ISP 101,Spanish I,Fiziksel,-,Thursday,13:00/16:59,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20251
ISP 102,Spanish II,Online,-,Tuesday,13:00/16:59,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20252
ISP 102,Spanish II,Online,-,Wednesday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20253
ISP 201,Spanish III,Online,-,Thursday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20254
ISP 202,Spanish IV,Online,-,Friday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20255
ITA 101,Italian I,Fiziksel,-,Monday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20256
ITA 101,Italian I,Fiziksel,-,Monday,13:00/16:59,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20257
ITA 101,Italian I,Fiziksel,-,Tuesday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20258
ITA 101,Italian I,Fiziksel,-,Wednesday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20259
ITA 101,Italian I,Fiziksel,-,Thursday,08:30/12:29,YDY / --,"ARC_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, DEN_LS, DUI_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUTE_LS, FIZ_LS, GEM_LS, GEO_LS, GEOE_LS, GID_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IML_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KOME_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MTM_LS, MTO_LS, NAE_LS, PEME_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEKE_LS, TEL_LS, UCK_LS, UZBE_LS, VBAE_LS, YZVE_LS",20260
